district,state,homepage,index_score,tier,found_policy_url,found_tech_url,found_contact_url,notes,score_0_to_5,public_ai_policy_exists,evidence_public_ai_policy_exists,ai_use_publicly_disclosed,evidence_ai_use_publicly_disclosed,oversight_named,evidence_oversight_named,board_policy_mentions_ai,evidence_board_policy_mentions_ai,public_contact_available,evidence_public_contact_available
Oxnard Union High School District,CA,https://www.oxnardunion.org/,30,Minimal Transparency,https://www.oxnardunion.org/departments/educational-services/learning-support-services/acceptable-use-policy,,https://www.oxnardunion.org/about-us/staff-directory,Missing: tech (crawl limited),2,0,,0,,1,"onships Tuesday, April 14, 2026 at 1:30 PM at Rancho Campana HS Wellness Center Staying Focused Wellness Committee Contacts: Alyssa Burgers Director Nutrition Services Wellness Committee Co-Chair alyssa.burgers@oxnardunion.org Dallas Garcia Assistant Director Nutrition Services W…",0,,1,To Main Content Close Menu Main Menu About Us Our Schools Local Control Accountability Plan (LCAP) School Accountability Report Card (SARC) Staff Directory Calendar Contact Us Employment (opens in new window/tab) Active Bids Measure A Title IX School Locator Facilities Retiree He…
San Mateo-Foster City School District,CA,https://www.smfc.k12.ca.us/,0,No Public AI Governance Signals,,,,"Missing: policy, tech, contact (crawl limited)",0,0,,0,,0,,0,,0,
Palo Alto Unified School District,CA,https://www.pausd.org/,30,Minimal Transparency,https://www.pausd.org/about-us/policies-procedures/staff-guidance-memorandum,,https://www.pausd.org/about-us/policies-procedures/staff-guidance-memorandum,Missing: tech (crawl limited),2,0,,0,,1,Home - Palo Alto Unified School District Mobile/Tablet Menu About Us Our History Board of Education Superintendent - Don Austin The Promise Committees & Task Forces Archived Committees Board Equity Oversight Committee Ongoing Committees Board Bond Advisory Committee Board Policy …,0,,1,on School Placement & Transfers Important Dates Two-Year Kindergarten Programs Mandatory Annual Data Update Choice Programs Student Records Contact Information Update Foreign Exchange Students Human Resources Overview Benefits Collective Bargaining Negotiations CSEA Proposal Deta…
Santa Clara Unified School District,CA,https://www.santaclaraunified.org/,0,No Public AI Governance Signals,,,,"Missing: policy, tech, contact (crawl limited)",0,0,,0,,0,,0,,0,
Torrance Unified School District,CA,https://www.tusd.org/,30,Minimal Transparency,https://www.tusd.org/boe,,https://www.tusd.org/district/contact-us,Missing: tech (crawl limited),2,0,,0,,1,e Unified School District | Torrance Unified School District Skip to Main Content Open main menu About Show sub menu for About Our District Superintendent Cabinet Title IX Bond Measures District Calendar Publications Employment Portrait of a Graduate Torrance Council of PTAs Torr…,0,,1,ation Grant Employees Show sub menu for Employees Staff Portal Benefits HR Quick Links Payroll Wellness Resources Employment School Locator Contact Us Mobile Search English 中国人 日本語 한국어 Español Tiếng Việt Calendar Board Emergency Alerts Enrollment PowerSchool Jobs DISTRICT FEATURE…
Bakersfield City School District,CA,https://www.bcsd.com/,30,Minimal Transparency,https://www.bcsd.com/board/board-members,https://www.bcsd.com/departments/information-technology/department-home,,Missing: contact (crawl limited),2,0,,0,,1,Home - Bakersfield City School District Skip To Main Content Close Menu Search Clear Search About Facts at a Glance Guiding Principles Superintendent Portrait of a Graduate Board Board of Education Board Meetings Board Agendas (opens in new window/tab) Board Minutes (opens in new…,0,,1,"entation, or association with a person or group with one or more of these actual or perceived characteristics. For questions or complaints, contact your school site principal and/or the District’s Chief Equity Compliance Officer, Section 504 Coordinator, and Title IX Coordinator:…"
Lodi Unified School District,CA,https://www.lodiusd.net/,75,Emerging Governance,https://www.lodiusd.net/families/cell-phone-policy,,https://www.lodiusd.net/contact,Missing: tech (crawl limited),4,1,cy 0420.42 - Charter School Renewal Policy 0420.43 - Charter School Revocation Policy 0430 - Comprehensive Local Plan for Special Education Policy 0440.1 - Cybersecurity and Data Privacy Policy 0441 - Artificial Intelligence Policy 0460 - Local Control & Accountability Plan Polic…,0,,1,olicy 1700 - Relations Between Private Industry and the Schools Series 2000 - Administration Policy 2000 - Concepts and Roles Policy 2110 - Superintendent Responsibilities & Duties Policy 2111 - Superintendent Governance Standards Policy 2120 - Superintendent of Schools Policy 21…,1,harter Schools Policy 0420.41 - Charter School Oversight Policy 0420.42 - Charter School Renewal Policy 0420.43 - Charter School Revocation Policy 0430 - Comprehensive Local Plan for Special Education Policy 0440.1 - Cybersecurity and Data Privacy Policy 0441 - Artificial Intelli…,1,tor Transfers Transitional Kindergarten (TK) Careers Bargaining Agreements Benefits Job Opportunities Negotiations Updates Salary Schedules Contact Us Contact Form Uniform Complaint Procedures Vendors Website Feedback Calendars Portals Aeries Admin & Staff Portal (opens in new wi…
Visalia Unified School District,CA,https://www.vusd.org/,30,Minimal Transparency,https://www.vusd.org/boe,,https://www.vusd.org/about-vusd/phone-directory,Missing: tech (crawl limited),2,0,,0,,1,cket System (opens in new window/tab) VUTA (opens in new window/tab) Workplace Violence Prevention Workers' Compensation Departments Deputy Superintendent Administrators of School Leadership (ASL) Learning Community Model Principals & Assistant Principals Site Supervision Assignm…,0,,1,Home - Visalia Unified School District Skip To Main Content Close Menu Search Clear Search About VUSD Our Schools Phone Directory Staff Directory Calendar News Organizational Charts Podcast School Boundaries (opens in new window/tab) Student Conduct Code (opens in new window/tab)…
Miami-Dade County Public Schools,FL,https://www.dadeschools.net/,0,No Public AI Governance Signals,,,,"Missing: policy, tech, contact (crawl limited)",0,0,,0,,0,,0,,0,
Broward County Public Schools,FL,https://www.browardschools.com/,30,Minimal Transparency,https://www.browardschools.com/school-board/school-board-policies,,https://www.browardschools.com/parentsstudentsstaff/customer-service,Missing: tech (crawl limited),2,0,,0,,1,"Conduct Careers Meet The Board Smart Futures Calendars Students Careers District Department Directory Anonymous Tips Public Records Request Superintendent Get Involved Parents Food and Nutrition Information About Us District Overview Calendars - School Year, Public Meetings & Eve…",0,,1,ry Middle High Directory Directory Overview Our Schools Programs and Services Departments Important Phone Numbers School Board & Leadership Staff Directory Regional Superintendents and Assistant Superintendent Offices School Board Meet the Board Meeting Agendas and Watch Live Upc…
The School District of Palm Beach County,FL,https://www.palmbeachschools.org/,30,Minimal Transparency,https://www.palmbeachschools.org/studentsparents/food-and-nutrition-services/wellness-promotion-policy/wpp-annual-report-archives,https://www.palmbeachschools.org/school-board/board-advisory-committees/technology-advisory-committee-tac,https://www.palmbeachschools.org/about-us/important-district-contacts,,2,0,,0,,1,". Our 6 top stars now head to State! Band Director Named One of Yamaha’s “40 Under 40” Outstanding Music Educators Amrutha Murthy, the Band Director at Park Vista Community High School, was named to Yamaha’s “40 Under 40” list , a recognition for excellence in music education. At…",0,,1,ol Programs and Registration Program Sites Summer Camp Alternative Education Department of Juvenile Justice Sheriffs Program Youth Services Staff Directory (opens in new window/tab) Arts Education Arts Education Related Videos Art and Science Field Trip Providers Elementary Arts …
Hillsborough County Public Schools,FL,https://www.hillsboroughschools.org/,30,Minimal Transparency,https://www.hillsboroughschools.org/page/school-board,,https://www.hillsboroughschools.org/page/hcps-staff-hub-microsoft-365-login,Missing: tech (crawl limited),2,0,,0,,1,Home | Hillsborough County Public Schools Skip to content School Board Superintendent Departments Search site Hillsborough County Public Schools - School Board Superintendent Departments Search site Explore Schools Translate Explore Schools Transla…,0,,1,05:00 https://www.hillsboroughschools.org/page/informational-flyers/ 0.6 2025-05-21T12:36:30-05:00 https://www.hillsboroughschools.org/page/contact/ 0.6 2026-01-07T12:26:32-06:00 https://www.hillsboroughschools.org/page/principal-induction-program/ 0.6 2025-07-10T11:15:34-05:00 h…
Orange County Public Schools,FL,https://www.ocps.net/,30,Minimal Transparency,https://www.ocps.net/ocps-mckinney-vento-policy,https://www.ocps.net/family-technology-handbook,https://www.ocps.net/contacts-and-information,,2,0,,0,,1,Proposed Policy Revisions School Board Members School Board YouTube Channel School Map by Board Member Strategic Plan 2030 Meeting Notices Superintendent Superintendent Home Code of Civility Community Town Hall Meetings Mondays with Maria Organizational Chart Superintendent's Lea…,0,,1,My School Cadre School Bell Times School Directory School Improvement Plans School Report Cards School Rezoning Departments Tax Information Contact Us Schools Schools High Schools Apopka High Boone High Colonial High Cypress Creek High Dr. Phillips High East River High Edgewater …
Duval County Public Schools,FL,https://dcps.duvalschools.org/,30,Minimal Transparency,,,https://dcps.duvalschools.org/page/explore-choices-directory,"Missing: policy, tech (crawl limited)",2,0,,0,,1,"act information for a specific school. Region Superintendents Contact information for elementary, middle, and high school leadership. Staff Directory Visit our staff directory for employee-specific contact information. Looking for Something Else? Here are the most commonly reques…",0,,1,"l contact information for a specific school. Region Superintendents Contact information for elementary, middle, and high school leadership. Staff Directory Visit our staff directory for employee-specific contact information. Looking for Something Else? Here are the most commonly …"
Pinellas County Schools,FL,https://www.pcsb.org/,30,Minimal Transparency,https://www.pcsb.org/departments/district-services/technology-and-information-systems/technology-related-school-board-policies/753001-staff-use-of-electronic-communication-devices,https://www.pcsb.org/departments/district-services/technology-and-information-systems/technology-related-school-board-policies/753001-staff-use-of-electronic-communication-devices,https://www.pcsb.org/departments/district-services/technology-and-information-systems/technology-related-school-board-policies/753001-staff-use-of-electronic-communication-devices,,2,0,,0,,1,costs at today’s plan prices. About Us Code of Conduct Board Members Non-Discrimination Statement Important Phone Numbers Message from the Superintendent Summary of Changes Code of Civility Forms & Notifications Parent Communication and Engagement Expectations I. Field Trips and …,0,,1,rict Monitoring and Advisory Committee (DMAC) Legislative Resources Legislative Platforms Legislative Delegation Senate Education Committee Contact List House Education Committee Contact List Pre-K-12 Appropriations Subcommittees Track House Bills Track Senate Bills (opens in new…
Polk County Public Schools,FL,https://www.polk-fl.net/,0,No Public AI Governance Signals,,,,"Missing: policy, tech, contact (crawl limited)",0,0,,0,,0,,0,,0,
Lee County School District,FL,https://www.leeschools.net/,30,Minimal Transparency,https://www.leeschools.net/non-_discrimination_policy,,https://www.leeschools.net/our_district/staff_directory,Missing: tech (crawl limited),2,0,,0,,1,l District of Lee County Follow us on Facebook Follow us on Twitter Subscribe to us on YouTube {1} ##LOC[OK]## Home Menu Our District Staff Directory Departments (District) Change for Change Community Flyers (Peachjar) District Grants Hurricane Ian CDBG-DR Grant Management 21st C…,0,,1,School District of Lee County Follow us on Facebook Follow us on Twitter Subscribe to us on YouTube {1} ##LOC[OK]## Home Menu Our District Staff Directory Departments (District) Change for Change Community Flyers (Peachjar) District Grants Hurricane Ian CDBG-DR Grant Management 2…
Volusia County Schools,FL,https://www.volusia.k12.fl.us/,0,No Public AI Governance Signals,,,,"Missing: policy, tech, contact (crawl limited)",0,0,,0,,0,,0,,0,
Brevard Public Schools,FL,https://www.brevardschools.org/,30,Minimal Transparency,https://www.brevardschools.org/page/school-board,,https://www.brevardschools.org/o/bps/page/contact,Missing: tech (crawl limited),2,0,,0,,1,"unity Show submenu for Community Community #BrevardsBestEducation ARP ESSER Website and Information Become a Mentor Brevard County Resource Directory Education, Civic, & Funding Opportunities Community Resources Fingerprinting Fundraising Get Involved Independent Citizens Oversig…",0,,1,Home | Brevard Public Schools Skip to content Menus Contact Calendar FAQ Search site Brevard Public Schools TO SERVE EVERY STUDENT WITH EXCELLENCE AS THE STANDARD Menus Contact Calendar FAQ Search si…
Seminole County Public Schools,FL,https://www.scps.k12.fl.us/,10,No Public AI Governance Signals,,,,"Missing: policy, tech, contact (crawl limited)",1,0,,0,,0,,0,,1,ers Calendar District Activities Skyward District About Us Hours Points of Pride School Grades Organization Chart Strategic Plan Leadership Directory School Board Board Meetings Legislative Information Meet the Board Kelley Davis Robin Dehlinger Autumn Garick Kristine Kraus Abby …
Pasco County Schools,FL,https://www.pasco.k12.fl.us/,30,Minimal Transparency,https://www.pasco.k12.fl.us/comm/page/non_descrimination_policy/,,,"Missing: tech, contact (crawl limited)",2,0,,0,,1,f Safety and Emergency Operations: Michael Baumaister Phone: (813) 794-7937 District Extension: 47937 Student Support Programs and Services Director: Melissa Musselwhite Phone: (813) 794-2600 Fax: (813) 794-2117 District Extension: 42600 Superintendent’s Office Superintendent: Dr…,0,,1,"d more. Notification of Non-Discrimination and Accessibility Policy Read our statements on non-discrimination and accessibility, as well as contact information for our Equity Manager. Pasco County Schools Announces Return of Citizens’ Academy Pasco County Schools is excited to an…"
Osceola School District,FL,https://www.osceolaschools.net/,30,Minimal Transparency,,,https://www.osceolaschools.net/nisdstaff,"Missing: policy, tech (crawl limited)",2,0,,0,,1,arent Math Resources Parent Reading Resources Science Mobile STEAM Lab Biology EOC Textbook Information Social Studies US History EOC Staff Directory SAT/ACT Resources Human Resources Benefits Careers Careers - Informational Page Certification Contact Information - Welcome! Email…,0,,1,nformation Haitian Student Services Summer Learning Newsletters Exceptional Student Education Main Department Page Home About Us Department Staff Directory Who Should I Call? School-Based Resource Compliance Specialists Procedural Safeguards Exceptional Student Education Programs…
Collier County Public Schools,FL,https://www.collierschools.com/,30,Minimal Transparency,,https://www.collierschools.com/support-services/technology-training/tutorials/focus-tutorials/administration,https://www.collierschools.com/exploreccps/email-directory,Missing: policy (crawl limited),2,0,,0,,1,Sole Source Information Purchasing Public Notices Spending Reduction Suggestion Form Departments Did You Know? Impact Fees Doing Business with CCPS Email Directory Labor Relations Legislative Platform Organizational Chart Policies and Procedures (opens in new window/tab) Public N…,0,,1,x-Neutral Referendum The Education Channel Live Volunteer at CCPS mobile-quicklinks-nav Quicklinks Bullying Report Bus Information Calendar Contact Us Lunch Menus RevTrak Online Payments (opens in new window/tab) Threat Report - FortifyFL (opens in new window/tab) Transcript Requ…
Manatee County School District,FL,https://www.manateeschools.net/,10,No Public AI Governance Signals,https://www.manateeschools.net/page/policies,,https://www.manateeschools.net/page/contact-us,Missing: tech (crawl limited),1,0,,0,,0,,0,,1,ing Report Concern District Show submenu for District District About Us Show submenu for About Us Fast Facts Printable School Map Calendars Contact Us Departments School Directory School Board Show submenu for School Board School Board Calendar School Board Member District Area M…
Sarasota County Schools,FL,https://www.sarasotacountyschools.net/,30,Minimal Transparency,https://www.sarasotacountyschools.net/page/school-board,,https://www.sarasotacountyschools.net/o/scs/staff,Missing: tech (crawl limited),2,0,,0,,1,"d Find Us Sarasota County Schools 1960 Landings Blvd. Sarasota, FL 34231 Phone: (941) 927-9000 COMMUNITY EMPLOYMENT PUBLIC RECORDS EMPLOYEE DIRECTORY TITLE IX - NOTICES OF NONDISCRIMINATION PEACHJAR Stay Connected Copyright © 2026 Sarasota County Schools. All rights reserved. Pow…",0,,1,"d Find Us Sarasota County Schools 1960 Landings Blvd. Sarasota, FL 34231 Phone: (941) 927-9000 COMMUNITY EMPLOYMENT PUBLIC RECORDS EMPLOYEE DIRECTORY TITLE IX - NOTICES OF NONDISCRIMINATION PEACHJAR Stay Connected Copyright © 2026 Sarasota County Schools. All rights reserved. Pow…"
Clay County District Schools,FL,https://www.oneclay.net/,30,Minimal Transparency,,,,"Missing: policy, tech, contact (crawl limited)",2,0,,0,,1,"rimination or harassment may be sent to 900 Walnut Street, Green Cove Springs, FL 32043, or call 904-336-6500 to contact Treasure Pickett, Title IX Coordinator, or email: treasure.pickett@myoneclay.net , and Dr. Melanie Sanders, Section 504 Coordinator, or email: melanie.sanders@…",0,,1,"information regarding discrimination or harassment may be sent to 900 Walnut Street, Green Cove Springs, FL 32043, or call 904-336-6500 to contact Treasure Pickett, Title IX Coordinator, or email: treasure.pickett@myoneclay.net , and Dr. Melanie Sanders, Section 504 Coordinator, …"
St. Johns County School District,FL,https://www.stjohns.k12.fl.us/,60,Emerging Governance,https://www.stjohns.k12.fl.us/policies/contracts/,,https://www.stjohns.k12.fl.us/contact/,Missing: tech (crawl limited),3,1,ms Enroll Your Child in School Free & Reduced Meals Application Physical Education (PE) Waiver Report Bullying School Access Form Documents Acceptable Use Procedures AI Guidelines Parent Resource Guide Student Conduct Code Student Progression Plan Resources Breakfast & Lunch Menu…,0,,1,ohns County Strategic Plan School Board Board Agenda (BoardDocs) Board Members Board Minutes Board Schedule Board Rules Board Video Archive Superintendent The Superintendent of Schools All Access with Dr. Asplen Departments Directory of Departments Department Websites - Select a …,0,,1,St. Johns County School District Skip to content Calendar HAC Contact Search Search News Our District About SJCSD Discover St. Johns County School District District Facts Character Counts! About St. Johns Coun…
